class,age
aris,33
aris,33
aris,33
aris,33
aris,33
aris,33
aris,33
aris,33
aris,33
aris,33
aris,33
aris,33
aris,33
aris,33
aris,33
aris,33
aris,34
aris,34
aris,34
aris,34
aris,34
aris,34
aris,34
aris,34
aris,34
aris,34
aris,34
aris,34
aris,34
aris,34
aris,34
aris,34
aris,35
aris,35
aris,35
aris,35
aris,35
aris,35
aris,35
aris,35
aris,35
aris,35
aris,35
aris,35
aris,35
aris,35
aris,35
aris,35
aris,35
aris,35
aris,35
aris,35
aris,36
aris,36
aris,36
aris,36
aris,36
aris,36
aris,36
aris,36
aris,36
aris,36
aris,36
aris,36
aris,36
aris,36
aris,36
aris,36
aris,36
aris,37
aris,37
aris,37
aris,37
aris,37
aris,37
aris,37
aris,37
aris,37
aris,37
aris,37
aris,37
aris,37
aris,37
aris,37
aris,37
aris,37
aris,37
aris,37
aris,38
aris,38
aris,38
aris,38
aris,38
aris,38
aris,38
aris,38
aris,38
aris,38
aris,38
aris,38
aris,38
aris,38
aris,38
aris,38
aris,38
aris,38
aris,38
aris,38
aris,38
aris,38
aris,38
aris,38
aris,38
aris,38
aris,38
aris,39
aris,39
aris,39
aris,39
aris,39
aris,39
aris,39
aris,39
aris,39
aris,39
aris,39
aris,39
aris,39
aris,39
aris,39
aris,39
aris,39
aris,39
aris,39
aris,39
aris,39
aris,39
aris,39
aris,39
aris,39
aris,39
aris,39
aris,39
aris,39
aris,40
aris,40
aris,40
aris,40
aris,40
aris,40
aris,40
aris,40
aris,40
aris,40
aris,40
aris,40
aris,40
aris,40
aris,40
aris,41
aris,41
aris,41
aris,41
aris,41
aris,41
aris,41
aris,41
aris,41
aris,41
aris,41
aris,41
aris,41
aris,41
aris,41
aris,41
aris,41
aris,42
aris,42
aris,42
aris,42
aris,42
aris,42
aris,42
aris,42
aris,42
aris,42
aris,42
aris,42
aris,42
aris,42
aris,42
aris,42
aris,42
aris,42
aris,42
aris,42
aris,42
aris,42
aris,42
aris,42
aris,42
aris,42
aris,42
aris,42
aris,42
aris,42
aris,42
aris,42
aris,42
aris,42
aris,42
aris,43
aris,43
aris,43
aris,43
aris,43
aris,43
aris,43
aris,43
aris,43
aris,43
aris,43
aris,43
aris,43
aris,43
aris,43
aris,43
aris,43
aris,43
aris,43
aris,43
aris,43
aris,43
aris,43
aris,43
aris,43
aris,43
aris,43
aris,43
aris,43
aris,43
aris,44
aris,44
aris,44
aris,44
aris,44
aris,44
aris,44
aris,44
aris,44
aris,44
aris,44
aris,44
aris,44
aris,44
aris,44
aris,44
aris,44
aris,44
aris,44
aris,44
aris,44
aris,44
aris,44
aris,44
aris,44
aris,44
aris,45
aris,45
aris,45
aris,45
aris,45
aris,45
aris,45
aris,45
aris,45
aris,45
aris,45
aris,45
aris,45
aris,45
aris,45
aris,45
aris,45
aris,45
aris,45
aris,45
aris,45
aris,45
aris,45
aris,45
aris,46
aris,46
aris,46
aris,46
aris,46
aris,46
aris,46
aris,46
aris,46
aris,46
aris,46
aris,46
aris,46
aris,46
aris,46
aris,46
aris,46
aris,46
aris,46
aris,46
aris,46
aris,46
aris,46
aris,46
aris,46
aris,46
aris,46
aris,46
aris,46
aris,46
aris,46
aris,46
aris,46
aris,46
aris,47
aris,47
aris,47
aris,47
aris,47
aris,47
aris,47
aris,47
aris,47
aris,47
aris,47
aris,47
aris,47
aris,47
aris,47
aris,47
aris,47
aris,47
aris,47
aris,47
aris,47
aris,47
aris,47
aris,47
aris,47
aris,47
aris,47
aris,47
aris,47
aris,47
aris,47
aris,47
aris,47
aris,47
aris,47
aris,47
aris,47
aris,47
aris,47
aris,48
aris,48
aris,48
aris,48
aris,48
aris,48
aris,48
aris,48
aris,48
aris,48
aris,48
aris,48
aris,48
aris,48
aris,48
aris,48
aris,48
aris,48
aris,48
aris,48
aris,48
aris,48
aris,48
aris,48
aris,48
aris,48
aris,48
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,49
aris,50
aris,50
aris,50
aris,50
aris,50
aris,50
aris,50
aris,50
aris,50
aris,50
aris,50
aris,50
aris,50
aris,50
aris,50
aris,50
aris,50
aris,50
aris,50
aris,50
aris,50
aris,50
aris,50
aris,50
aris,50
aris,50
aris,50
aris,50
aris,50
aris,50
aris,50
aris,50
aris,50
aris,50
aris,50
aris,50
aris,51
aris,51
aris,51
aris,51
aris,51
aris,51
aris,51
aris,51
aris,51
aris,51
aris,51
aris,51
aris,51
aris,51
aris,51
aris,51
aris,51
aris,51
aris,51
aris,51
aris,51
aris,51
aris,51
aris,51
aris,51
aris,51
aris,51
aris,51
aris,51
aris,51
aris,51
aris,51
aris,51
aris,51
aris,51
aris,51
aris,51
aris,52
aris,52
aris,52
aris,52
aris,52
aris,52
aris,52
aris,52
aris,52
aris,52
aris,52
aris,52
aris,52
aris,52
aris,52
aris,52
aris,52
aris,52
aris,52
aris,52
aris,52
aris,52
aris,52
aris,52
aris,52
aris,52
aris,52
aris,52
aris,52
aris,52
aris,52
aris,53
aris,53
aris,53
aris,53
aris,53
aris,53
aris,53
aris,53
aris,53
aris,53
aris,53
aris,53
aris,53
aris,53
aris,53
aris,53
aris,53
aris,53
aris,53
aris,53
aris,53
aris,53
aris,53
aris,53
aris,53
aris,53
aris,53
aris,53
aris,53
aris,53
aris,53
aris,53
aris,53
aris,53
aris,53
aris,53
aris,54
aris,54
aris,54
aris,54
aris,54
aris,54
aris,54
aris,54
aris,54
aris,54
aris,54
aris,54
aris,54
aris,54
aris,54
aris,54
aris,54
aris,54
aris,54
aris,54
aris,54
aris,54
aris,54
aris,54
aris,54
aris,54
aris,54
aris,54
aris,54
aris,54
aris,54
aris,54
aris,54
aris,54
aris,54
aris,54
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,55
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,56
aris,57
aris,57
aris,57
aris,57
aris,57
aris,57
aris,57
aris,57
aris,57
aris,57
aris,57
aris,57
aris,57
aris,57
aris,57
aris,57
aris,57
aris,57
aris,57
aris,57
aris,57
aris,57
aris,57
aris,57
aris,57
aris,57
aris,57
aris,57
aris,57
aris,57
aris,57
aris,57
aris,57
aris,57
aris,57
aris,57
aris,57
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,58
aris,59
aris,59
aris,59
aris,59
aris,59
aris,59
aris,59
aris,59
aris,59
aris,59
aris,59
aris,59
aris,59
aris,59
aris,59
aris,59
aris,59
aris,59
aris,59
aris,59
aris,59
aris,59
aris,59
aris,59
aris,59
aris,59
aris,59
aris,59
aris,59
aris,59
aris,59
aris,59
aris,59
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,60
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,61
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,62
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,63
aris,64
aris,64
aris,64
aris,64
aris,64
aris,64
aris,64
aris,64
aris,64
aris,64
aris,64
aris,64
aris,64
aris,64
aris,64
aris,64
aris,64
aris,64
aris,64
aris,64
aris,64
aris,64
aris,64
aris,64
aris,64
aris,64
aris,64
aris,64
aris,64
aris,64
aris,64
aris,64
aris,64
aris,64
aris,64
aris,64
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,65
aris,66
aris,66
aris,66
aris,66
aris,66
aris,66
aris,66
aris,66
aris,66
aris,66
aris,66
aris,66
aris,66
aris,66
aris,66
aris,66
aris,66
aris,66
aris,66
aris,66
aris,66
aris,66
aris,66
aris,66
aris,66
aris,66
aris,66
aris,66
aris,66
aris,66
aris,66
aris,66
aris,66
aris,66
aris,66
aris,66
aris,67
aris,67
aris,67
aris,67
aris,67
aris,67
aris,67
aris,67
aris,67
aris,67
aris,67
aris,67
aris,67
aris,67
aris,67
aris,67
aris,67
aris,67
aris,67
aris,67
aris,67
aris,67
aris,67
aris,67
aris,67
aris,67
aris,67
aris,67
aris,67
aris,67
aris,67
aris,67
aris,67
aris,67
aris,67
aris,67
aris,67
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,68
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,69
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,70
aris,71
aris,71
aris,71
aris,71
aris,71
aris,71
aris,71
aris,71
aris,71
aris,71
aris,71
aris,71
aris,71
aris,71
aris,71
aris,71
aris,71
aris,71
aris,71
aris,71
aris,71
aris,71
aris,71
aris,71
aris,71
aris,71
aris,71
aris,71
aris,71
aris,71
aris,71
aris,71
aris,71
aris,71
aris,71
aris,71
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,72
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,73
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,74
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,75
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,76
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,77
aris,78
aris,78
aris,78
aris,78
aris,78
aris,78
aris,78
aris,78
aris,78
aris,78
aris,78
aris,78
aris,78
aris,78
aris,78
aris,78
aris,78
aris,78
aris,78
aris,78
aris,78
aris,78
aris,78
aris,78
aris,78
aris,78
aris,78
aris,78
aris,78
aris,78
aris,78
aris,78
aris,78
aris,78
aris,79
aris,79
aris,79
aris,79
aris,79
aris,79
aris,79
aris,79
aris,79
aris,79
aris,79
aris,79
aris,79
aris,79
aris,79
aris,79
aris,79
aris,79
aris,79
aris,79
aris,79
aris,79
aris,79
aris,79
aris,79
aris,79
aris,79
aris,79
aris,79
aris,79
aris,79
aris,79
aris,79
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,80
aris,81
aris,81
aris,81
aris,81
aris,81
aris,81
aris,81
aris,81
aris,81
aris,81
aris,81
aris,81
aris,81
aris,81
aris,81
aris,81
aris,81
aris,81
aris,81
aris,81
aris,81
aris,81
aris,81
aris,81
aris,81
aris,81
aris,81
aris,81
aris,81
aris,81
aris,81
aris,81
aris,81
aris,81
aris,81
aris,81
aris,82
aris,82
aris,82
aris,82
aris,82
aris,82
aris,82
aris,82
aris,82
aris,82
aris,82
aris,82
aris,82
aris,82
aris,82
aris,82
aris,82
aris,82
aris,82
aris,82
aris,82
aris,82
aris,82
aris,82
aris,82
aris,82
aris,82
aris,82
aris,82
aris,82
aris,82
aris,82
aris,82
aris,83
aris,83
aris,83
aris,83
aris,83
aris,83
aris,83
aris,83
aris,83
aris,83
aris,83
aris,83
aris,83
aris,83
aris,83
aris,83
aris,83
aris,83
aris,83
aris,83
aris,83
aris,83
aris,83
aris,84
aris,84
aris,84
aris,84
aris,84
aris,84
aris,84
aris,84
aris,84
aris,84
aris,84
aris,84
aris,84
aris,84
aris,84
aris,84
aris,84
aris,84
aris,84
aris,84
aris,84
aris,84
aris,84
aris,84
aris,84
aris,84
aris,84
aris,84
aris,85
aris,85
aris,85
aris,85
aris,85
aris,85
aris,85
aris,85
aris,85
aris,85
aris,85
aris,85
aris,85
aris,85
aris,85
aris,85
aris,85
aris,85
aris,85
aris,85
aris,85
aris,85
aris,85
aris,85
aris,85
aris,85
aris,85
aris,86
aris,86
aris,86
aris,86
aris,86
aris,86
aris,86
aris,86
aris,86
aris,86
aris,86
aris,86
aris,86
aris,86
aris,86
aris,86
aris,86
aris,86
aris,86
aris,86
aris,87
aris,87
aris,87
aris,87
aris,87
aris,87
aris,87
aris,87
aris,87
aris,87
aris,87
aris,87
aris,87
aris,87
aris,87
aris,87
aris,87
aris,87
aris,87
aris,87
aris,87
aris,87
aris,87
aris,87
aris,87
aris,87
aris,87
aris,87
aris,87
aris,87
aris,87
aris,87
aris,87
aris,88
aris,88
aris,88
aris,88
aris,88
aris,88
aris,88
aris,88
aris,88
aris,88
aris,88
aris,88
aris,88
aris,88
aris,88
aris,88
aris,89
aris,89
aris,89
aris,89
aris,89
aris,89
aris,89
aris,89
aris,89
aris,89
aris,89
aris,89
aris,89
aris,90
aris,90
aris,90
aris,90
aris,90
aris,90
aris,90
aris,90
aris,90
aris,90
aris,91
aris,91
aris,91
aris,91
aris,91
aris,91
aris,91
aris,92
aris,92
aris,92
aris,92
aris,93
aris,93
aris,93
aris,93
aris,94
aris,94
aris,94
aris,95
aris,95
aris,95
aris,96
aris,96
aris,97
aris,97
aris,98
aris,98
aris,98
aris,99
aris,100
aris,102
gent,21
gent,21
gent,21
gent,21
gent,21
gent,21
gent,21
gent,21
gent,21
gent,21
gent,21
gent,21
gent,21
gent,21
gent,21
gent,21
gent,21
gent,21
gent,21
gent,21
gent,22
gent,22
gent,22
gent,22
gent,22
gent,22
gent,22
gent,22
gent,22
gent,22
gent,22
gent,22
gent,22
gent,22
gent,22
gent,23
gent,23
gent,23
gent,23
gent,23
gent,23
gent,23
gent,23
gent,23
gent,23
gent,23
gent,23
gent,23
gent,23
gent,23
gent,23
gent,23
gent,23
gent,23
gent,23
gent,23
gent,23
gent,23
gent,23
gent,23
gent,23
gent,23
gent,23
gent,23
gent,23
gent,23
gent,23
gent,23
gent,23
gent,23
gent,23
gent,23
gent,23
gent,23
gent,24
gent,24
gent,24
gent,24
gent,24
gent,24
gent,24
gent,24
gent,24
gent,24
gent,24
gent,24
gent,24
gent,24
gent,24
gent,24
gent,24
gent,24
gent,24
gent,24
gent,24
gent,24
gent,24
gent,24
gent,24
gent,24
gent,24
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,25
gent,26
gent,26
gent,26
gent,26
gent,26
gent,26
gent,26
gent,26
gent,26
gent,26
gent,26
gent,26
gent,26
gent,26
gent,26
gent,26
gent,26
gent,26
gent,26
gent,26
gent,26
gent,26
gent,26
gent,26
gent,27
gent,27
gent,27
gent,27
gent,27
gent,27
gent,27
gent,27
gent,27
gent,27
gent,27
gent,27
gent,27
gent,27
gent,27
gent,27
gent,27
gent,27
gent,27
gent,27
gent,27
gent,27
gent,28
gent,28
gent,28
gent,28
gent,28
gent,28
gent,28
gent,28
gent,28
gent,28
gent,28
gent,28
gent,28
gent,28
gent,28
gent,28
gent,28
gent,28
gent,28
gent,28
gent,28
gent,28
gent,29
gent,29
gent,29
gent,29
gent,29
gent,29
gent,29
gent,29
gent,29
gent,29
gent,29
gent,29
gent,29
gent,29
gent,29
gent,29
gent,29
gent,29
gent,29
gent,29
gent,29
gent,30
gent,30
gent,30
gent,30
gent,30
gent,30
gent,30
gent,30
gent,30
gent,30
gent,30
gent,30
gent,30
gent,30
gent,30
gent,30
gent,30
gent,30
gent,30
gent,30
gent,30
gent,30
gent,30
gent,30
gent,30
gent,30
gent,30
gent,30
gent,30
gent,30
gent,30
gent,30
gent,31
gent,31
gent,31
gent,31
gent,31
gent,31
gent,31
gent,31
gent,31
gent,31
gent,31
gent,31
gent,31
gent,31
gent,31
gent,31
gent,31
gent,31
gent,32
gent,32
gent,32
gent,32
gent,32
gent,32
gent,32
gent,32
gent,32
gent,32
gent,32
gent,32
gent,32
gent,32
gent,32
gent,32
gent,32
gent,32
gent,32
gent,32
gent,32
gent,32
gent,32
gent,32
gent,32
gent,32
gent,32
gent,32
gent,32
gent,32
gent,33
gent,33
gent,33
gent,33
gent,33
gent,33
gent,33
gent,33
gent,33
gent,33
gent,33
gent,33
gent,33
gent,33
gent,33
gent,33
gent,33
gent,33
gent,33
gent,33
gent,34
gent,34
gent,34
gent,34
gent,34
gent,34
gent,34
gent,34
gent,34
gent,34
gent,34
gent,34
gent,34
gent,34
gent,34
gent,34
gent,34
gent,34
gent,34
gent,34
gent,34
gent,34
gent,34
gent,34
gent,34
gent,34
gent,34
gent,34
gent,35
gent,35
gent,35
gent,35
gent,35
gent,35
gent,35
gent,35
gent,35
gent,35
gent,35
gent,35
gent,35
gent,35
gent,35
gent,35
gent,35
gent,35
gent,35
gent,35
gent,35
gent,35
gent,35
gent,35
gent,35
gent,35
gent,35
gent,35
gent,35
gent,35
gent,35
gent,35
gent,35
gent,35
gent,35
gent,36
gent,36
gent,36
gent,36
gent,36
gent,36
gent,36
gent,36
gent,36
gent,36
gent,36
gent,36
gent,36
gent,36
gent,36
gent,36
gent,36
gent,36
gent,36
gent,36
gent,36
gent,36
gent,36
gent,36
gent,36
gent,36
gent,36
gent,36
gent,36
gent,36
gent,36
gent,36
gent,37
gent,37
gent,37
gent,37
gent,37
gent,37
gent,37
gent,37
gent,37
gent,37
gent,37
gent,37
gent,37
gent,37
gent,37
gent,37
gent,37
gent,37
gent,37
gent,37
gent,37
gent,37
gent,37
gent,37
gent,37
gent,37
gent,37
gent,37
gent,38
gent,38
gent,38
gent,38
gent,38
gent,38
gent,38
gent,38
gent,38
gent,38
gent,38
gent,38
gent,38
gent,38
gent,38
gent,38
gent,38
gent,38
gent,38
gent,38
gent,38
gent,38
gent,38
gent,38
gent,38
gent,38
gent,39
gent,39
gent,39
gent,39
gent,39
gent,39
gent,39
gent,39
gent,39
gent,39
gent,39
gent,39
gent,39
gent,39
gent,39
gent,39
gent,39
gent,39
gent,39
gent,39
gent,39
gent,39
gent,39
gent,39
gent,39
gent,39
gent,40
gent,40
